,Product ID,Period,Value of pay,Segment of payment,Client's gender,Client's age
5706,4,99,-20,101799,F,60
5707,2,38,1,101799,F,28
5708,6,38,1,101799,F,74
5709,4,38,1,101799,F,67
5710,4,16,1,101799,M,43
5711,1,40,1,101799,F,38
5712,4,18,4,102199,F,32
5713,4,44,"666,67",101899,M,66
5714,2,42,1,101799,M,70
5715,4,99,-2,102199,M,25
5716,1,54,1,102199,F,55
5717,4,54,1,102199,M,69
5718,4,42,1,102099,M,54
5719,4,70,1,102099,F,50
5720,4,13,2,101699,M,74
5721,1,52,1,101799,M,34
5722,4,42,1,101799,F,77
5723,4,67,1,102099,M,52
5724,2,42,1,101799,M,80
5725,4,99,-6,101799,F,82
5726,4,99,-1,101799,F,36
5727,4,40,1,101799,M,32
5728,6,44,1,101799,F,77
5729,2,52,1,101799,F,51
5730,4,54,1,101799,M,65
5731,4,40,1,102199,M,33
5732,1,70,1,101799,F,61
5733,4,18,2,102199,F,80
5734,4,42,2,102199,F,55
5735,4,18,1,102099,F,64
5736,1,13,1,101799,F,50
5737,4,99,-2,102099,M,65
5738,4,18,1,101799,F,71
5739,2,18,1,101799,F,64
5740,1,38,1,101799,F,86
5741,4,99,-1,101799,M,61
5742,4,13,1,102199,F,72
5743,4,18,1,101799,M,50
5744,4,44,1,102199,F,80
5745,1,42,1,101799,F,70
5746,4,13,1,102199,F,51
5747,4,99,-1,101799,F,45
5748,6,44,1,102199,F,83
5749,4,52,1,101799,M,29
5750,2,52,1,101799,M,30
5751,1,38,1,101799,F,63
5752,1,52,1,101799,M,26
5753,4,99,-5,101799,F,47
5754,2,42,1000,101799,M,42
5755,2,52,2,101799,M,38
5756,4,54,3,102299,F,79
5757,2,55,1,101799,M,52
5758,4,99,-1,102099,F,77
5759,4,49,1,101999,M,43
5760,4,16,1,101799,M,63
5761,4,44,1,102299,F,49
5762,2,42,1,101799,M,36
5763,1,40,1,101799,M,77
5764,4,42,1,102099,F,64
5765,4,54,2,102199,F,31
5766,4,52,2,101799,F,28
5767,1,52,1,101799,M,29
5768,4,38,1,101899,F,79
5769,4,52,1,101799,M,59
5770,4,42,1,101799,F,85
5771,4,99,-4,102199,F,84
5772,6,44,1,101799,M,77
5773,4,99,-1400,102199,F,29
5774,4,99,-1,101799,M,75
5775,4,54,2,102099,F,53
5776,4,52,1,101799,M,50
5777,4,99,-1,101799,F,53
5778,4,52,1,102099,M,70
5779,6,40,1,101799,F,38
5780,4,16,2,102199,M,54
5781,4,40,2,101799,F,70
5782,6,54,1,102199,F,38
5783,4,55,1,101799,M,27
5784,2,13,1,101799,F,26
5785,4,99,-1,101799,F,52
5786,4,44,1,101799,F,73
5787,4,99,-3,102199,M,29
5788,2,42,3,101799,M,64
5789,4,54,"-614,08",101899,F,46
5790,4,99,-1,102199,M,29
5791,1,13,1,102199,F,23
5792,4,16,1,101799,F,31
5793,2,52,1,101799,M,43
5794,4,42,1,102099,F,35
5795,4,40,1,101799,M,25
5796,4,99,-3,101799,F,42
5797,4,99,-1,101799,F,53
5798,4,16,1,101799,F,27
5799,4,40,1,101799,M,76
5800,4,99,-1,101799,M,64
5801,4,42,1,101799,F,82
5802,4,99,-1,101799,M,49
5803,4,99,-5,102199,F,85
5804,4,44,1,102199,F,23
5805,1,54,1,101799,F,45
5806,1,42,1,101799,F,43
5807,4,55,1,101799,M,27
5808,6,55,1,101799,M,30
5809,1,42,1,101799,F,35
5810,1,52,1,101799,F,57
5811,4,13,3,101799,M,71
5812,4,99,-1,102199,M,56
5813,4,55,1,101799,F,82
5814,6,54,1,101799,M,62
5815,1,38,1,101799,F,57
5816,4,99,-1,101799,M,36
5817,2,38,1,101799,M,59
5818,1,67,1,102199,F,56
5819,4,16,1,153199,M,57
5820,1,38,1,101799,M,50
5821,2,40,1,101799,M,84
5822,2,13,1,101799,M,53
5823,1,38,1,101799,M,71
5824,4,13,2,101799,F,59
5825,4,70,1,102099,M,26
5826,4,99,-2,101799,M,31
5827,4,99,-3,102199,M,81
5828,4,99,-1,101799,M,61
5829,4,99,-1,101799,F,63
5830,4,99,-1,101799,F,32
5831,4,99,-4,101799,F,63
5832,4,40,1,101799,M,72
5833,4,54,2,102199,F,52
5834,2,44,1,102199,M,40
5835,1,18,1,101799,M,54
5836,4,13,1,101799,F,75
5837,1,38,1,101799,F,46
5838,4,49,1,101799,F,84
5839,4,52,1,101799,F,38
5840,4,54,2,102099,F,27
5841,4,99,-1,101799,F,37
5842,1,52,1,101799,M,69
5843,4,16,1,101799,F,30
5844,6,13,1,101799,M,73
5845,4,55,1,101699,F,36
5846,4,99,-2,102099,F,70
5847,1,52,1,101799,F,25
5848,2,54,1,102199,F,46
5849,2,40,1,102199,F,32
5850,4,44,1,102099,M,32
5851,1,54,1,102199,M,80
5852,4,52,1,101799,M,46
5853,4,99,-1,102099,F,81
5854,4,42,1,101799,F,65
5855,1,16,1,101799,M,69
5856,4,55,5,102299,M,59
5857,4,52,2,101799,M,36
5858,4,55,5,101799,F,65
5859,4,52,1,101799,F,63
5860,4,42,1,101799,F,58
5861,4,99,-1,102199,M,73
5862,4,99,-1,101799,M,81
5863,4,99,-1,102199,F,58
5864,4,54,1,101799,F,69
5865,4,38,1,102299,M,45
5866,4,99,-1,102099,F,37
5867,2,42,1,101799,F,23
5868,4,16,1,101799,F,28
5869,4,99,-2,101799,F,42
5870,2,18,"-3382,46",101799,M,43
5871,4,16,1,101799,M,68
5872,2,13,1,101799,M,65
5873,6,13,2,101799,F,71
5874,4,99,-1,101799,M,25
5875,1,54,1,101799,F,30
5876,6,55,1,101799,M,32
5877,4,54,3,101799,M,35
5878,4,99,-1,102199,F,61
5879,1,42,2,101799,F,31
5880,4,38,3,102299,M,26
5881,4,70,2,102099,F,72
5882,4,55,4,102199,F,83
5883,4,42,1,102199,M,38
5884,2,44,1,101799,M,79
5885,2,38,1,102199,M,24
5886,6,70,1,101799,F,64
5887,4,99,-1,101799,M,62
5888,4,44,10,102299,M,56
5889,1,16,1,101799,M,80
5890,4,55,2,102299,F,68
5891,4,55,3,102099,M,82
5892,4,44,1,101799,F,60
5893,4,52,1,101799,F,26
5894,6,13,1,101799,F,28
5895,4,52,1,101799,F,27
5896,1,55,3125,101799,M,60
5897,6,13,1,101799,M,44
5898,2,18,1,102199,F,36
5899,2,52,1,101799,M,72
5900,4,16,3,101799,M,61
5901,4,13,1,101799,F,57
5902,4,38,1,101799,F,59
5903,2,38,1,101799,F,73
5904,6,54,1,101799,M,69
5905,4,52,1,101799,M,31
5906,2,44,1,101799,F,55
5907,1,55,1,101799,F,64
5908,6,44,1,101799,M,59
5909,1,52,1,101799,M,45
5910,4,54,1,102199,F,26
5911,6,44,1,101799,M,40
5912,4,13,1,101799,M,28
5913,1,13,1,101799,F,80
5914,6,42,1,101799,F,39
5915,4,54,1,102199,F,27
5916,4,42,-1960,101799,M,23
5917,6,44,1,101799,M,43
5918,2,40,"612,5",101799,F,49
5919,1,52,1,101799,M,35
5920,2,42,1100,101799,M,81
5921,4,99,-1,102299,F,61
5922,4,44,1,101799,F,60
5923,4,16,1,102099,F,46
5924,4,55,1,101799,M,80
5925,4,54,1,101799,F,84
5926,2,52,1250,102199,M,83
5927,4,13,2,102299,M,59
5928,2,54,1,102199,M,38
5929,4,54,1,101799,M,36
5930,4,52,1,101799,F,37
5931,2,44,1,101799,F,67
5932,4,42,1,101799,M,39
5933,4,55,2,101799,F,61
5934,4,38,1,102099,M,47
5935,4,16,1,102099,M,25
5936,1,44,1,102199,F,57
5937,1,40,1,101799,F,73
5938,1,44,1,101799,F,80
5939,4,44,4,101799,F,40
5940,2,40,1,101799,M,77
5941,6,18,1,101799,M,53
5942,4,44,1,101799,M,23
5943,4,99,-1,102099,M,61
5944,4,42,2,101799,M,80
5945,4,16,1,102199,F,42
5946,2,55,1,101799,M,65
5947,2,16,1,101799,F,77
5948,6,54,1,101799,F,30
5949,4,54,1,102099,F,65
5950,4,13,1,101799,M,61
5951,4,99,-3,102199,F,31
5952,1,55,1,102199,F,50
5953,4,99,-1,102099,F,47
5954,1,40,1,101799,M,50
5955,4,54,1,101799,M,70
5956,4,44,1,101799,M,35
5957,4,40,1,102099,M,70
5958,4,16,1,102099,F,34
5959,1,38,1,101799,M,33
5960,4,52,1,101799,F,28
5961,4,99,-1,101799,M,68
5962,4,99,-16,101799,F,49
5963,2,38,1,101799,F,63
5964,4,42,1,101799,F,32
5965,4,16,2,102099,F,26
5966,4,99,-1,101799,F,27
5967,4,52,1,101799,M,60
5968,4,99,-1,102199,M,68
5969,4,99,-1,101799,M,25
5970,4,16,29,101899,M,81
5971,4,16,1,101799,F,45
5972,1,38,1,102199,M,68
5973,4,99,-1,101799,F,37
5974,2,18,1,101799,F,76
5975,4,42,1,101799,M,43
5976,4,16,1,102199,F,58
5977,4,44,1,101899,M,57
5978,4,55,1,102099,M,62
5979,4,40,1,102199,F,47
5980,4,99,-2,102199,M,70
5981,2,44,1,101799,M,28
5982,1,42,1,101799,M,25
5983,4,99,-1,101799,M,24
5984,4,52,1,101799,M,29
5985,1,16,1,101799,F,52
5986,2,18,1,101799,M,57
5987,4,44,1,101799,M,57
5988,4,49,5,101799,F,41
5989,4,55,1,102099,M,85
5990,1,52,1,101799,F,26
5991,4,54,1,102099,M,76
5992,4,13,1,102299,M,61
5993,2,70,1,101799,F,62
5994,1,55,1,101799,F,26
5995,2,42,1,101799,F,77
5996,2,55,1,101799,F,56
5997,4,52,1,102199,F,70
5998,1,13,1,101799,F,29
5999,2,18,1,102199,F,52
6000,4,99,-1,101799,F,67
6001,2,52,1,101799,M,74
6002,4,54,3,101799,M,32
6003,4,13,1,102199,M,48
6004,6,16,1,101799,M,60
6005,4,99,-2,102299,M,45
6006,4,13,1,101799,M,46
6007,6,44,1,101799,M,81
6008,4,54,1,102099,M,38
6009,6,55,1,101799,F,41
6010,6,42,1,101799,F,65
6011,4,99,-1,101799,F,45
6012,4,18,1,102199,M,85
6013,1,38,1,101799,F,47
6014,1,54,1,101799,F,48
6015,1,13,1,101799,F,58
6016,1,70,1,101799,M,77
6017,1,52,1,101799,F,46
6018,4,52,1,101799,M,23
6019,2,18,1,101799,F,53
6020,6,44,1,101799,M,85
6021,4,54,1,101799,M,56
6022,6,55,1,102199,F,84
6023,4,52,1,101799,F,38
6024,1,42,1,101799,M,40
6025,2,40,1,101799,F,54
6026,1,52,1,101799,M,73
6027,6,44,1,101799,F,50
6028,2,16,1,101799,M,75
6029,4,13,2,102199,F,53
6030,2,40,"-2922,51",101799,M,69
6031,4,44,1,101799,M,26
6032,4,38,2,102099,F,71
6033,1,52,1,101799,F,77
6034,1,16,"1348,75",101799,F,44
6035,4,99,-1,101799,F,81
6036,4,99,-1,101799,F,64
6037,4,44,1,101799,F,81
6038,4,54,"66668,43",102199,F,69
6039,6,44,1,101799,F,48
6040,4,16,1,102099,F,74
6041,4,42,1,102199,M,36
6042,4,99,-2,102099,M,40
6043,4,55,1,101799,M,72
6044,2,52,1,101799,M,84
6045,4,16,1,101799,F,54
6046,4,52,1,102199,F,35
6047,4,38,2,102099,F,31
6048,2,16,1,102199,F,60
6049,2,44,1,101799,F,41
6050,4,40,1,101799,F,39
6051,4,99,-6,101799,M,56
6052,4,99,-3,102299,M,60
6053,4,99,-1,101799,F,35
6054,4,99,-1,101799,M,48
6055,4,55,1,101799,M,33
6056,2,55,1,101799,F,39
6057,4,54,1,102199,F,82
6058,2,52,1,101799,M,33
6059,2,16,1,102199,M,57
6060,4,99,-1,101799,F,31
6061,4,99,-4,102099,F,79
6062,4,40,5,102099,M,34
6063,2,18,"-7792,53",101799,M,55
6064,2,44,1,101799,F,26
6065,4,52,1,101799,M,51
6066,4,44,1,102199,F,66
6067,6,54,1,101799,M,67
6068,2,13,1,101799,F,73
6069,4,99,-1,101799,M,81
6070,4,99,-1,101799,M,34
6071,4,42,1,101799,F,86
6072,4,42,1,101799,F,45
6073,6,42,1,101799,M,81
6074,1,52,1,101799,F,46
6075,4,16,3,102099,M,42
6076,6,40,1,101799,F,78
6077,4,42,2,102199,F,39
6078,4,99,-1,101799,F,44
6079,4,18,1,101799,M,76
6080,4,38,1,102299,M,65
6081,4,99,-1,102199,M,41
6082,4,40,1,102099,M,71
6083,4,42,18,102299,M,80
6084,2,44,1,101799,M,26
6085,4,99,-1,101799,F,58
6086,4,99,-1,101799,F,84
6087,4,52,1,101799,M,45
6088,4,16,1,102199,M,74
6089,4,40,1,101799,M,24
6090,4,38,2,102099,F,50
6091,1,42,1,101799,F,74
6092,4,99,-1,102199,F,71
6093,4,16,2,102299,M,76
6094,4,99,-1,101799,M,35
6095,1,18,1,101799,F,85
6096,4,99,-1,102299,M,71
6097,4,54,1,102099,F,85
6098,4,99,-1,102099,M,48
6099,4,99,-1,101799,M,56
6100,4,42,2,102099,F,49
6101,4,99,"-52,08",102099,M,46
6102,4,99,-3,101799,M,79
6103,4,77,2,102299,M,83
6104,4,99,-2,102199,F,79
6105,1,38,1,101799,M,68
6106,4,77,1,102199,M,82
6107,1,52,1,102199,F,74
6108,4,44,3,102299,F,62
6109,4,54,1,101799,F,75
6110,4,99,-1,101799,M,68
6111,1,40,1,102199,M,31
6112,6,16,1,101799,F,46
6113,2,55,1,101799,F,24
6114,4,99,1,101699,M,32
6115,4,52,2,101799,M,85
6116,1,42,1,101799,M,59
6117,4,99,-1175,101799,M,41
6118,2,44,1,102199,F,36
6119,4,52,5,102099,F,71
6120,4,40,1,101799,F,65
6121,4,52,8,102299,F,74
6122,4,99,-2,102199,F,45
6123,4,99,-1,101799,M,74
6124,4,42,2,101899,M,36
6125,4,55,1,101799,F,86
6126,4,99,-1,101799,M,82
6127,2,54,1,101799,M,45
6128,4,67,1,101799,F,50
6129,4,55,1,102199,F,81
6130,4,99,-2,101799,F,42
6131,2,38,1,101799,M,84
6132,4,99,-1,102099,M,82
6133,1,18,2,101799,F,30
6134,2,44,2,101799,F,28
6135,4,99,-1,102099,F,38
6136,2,44,2,101799,F,79
6137,4,44,1,101799,F,80
6138,4,52,1,101799,F,40
6139,4,52,1,102299,M,37
6140,6,52,"1271,19",101799,F,52
6141,4,16,1,102199,M,79
6142,4,16,1,101799,M,34
6143,4,49,2,102099,M,26
6144,4,40,1,102199,F,83
6145,4,55,1,101799,F,55
6146,4,49,1,101799,F,76
6147,4,42,1,101799,M,68
6148,4,44,1,101899,F,79
6149,4,42,1,102199,F,30
6150,1,67,1,101799,M,30
6151,4,99,-1,101799,F,24
6152,4,52,1,101799,F,26
6153,4,44,"7083,33",101799,M,49
6154,4,99,-1,101799,F,33
6155,4,52,2,102099,F,74
6156,1,42,1,102199,M,67
6157,6,52,1,102199,F,65
6158,4,42,1,101799,M,43
6159,4,99,-1,102099,F,80
6160,4,99,-1,101799,M,54
6161,1,55,1,101799,M,25
6162,1,13,1,101799,F,49
6163,6,40,1,101799,M,77
6164,4,42,1,101999,F,79
6165,6,38,1,101799,M,71
6166,1,38,1,101799,M,38
6167,4,44,3125,101799,M,74
6168,1,38,1,101799,F,77
6169,4,67,1,102099,M,52
6170,4,67,1,102199,M,30
6171,4,99,-6,101799,F,80
6172,4,70,1,102199,M,76
6173,4,54,1,102199,M,49
6174,4,99,-1,102199,M,79
6175,4,52,1,102199,F,34
6176,1,54,1,101799,F,54
6177,2,38,1000,101799,F,66
6178,2,55,1,101799,M,35
6179,4,42,2,102299,M,40
6180,4,67,2,102099,F,56
6181,4,55,1,101799,M,63
6182,4,44,1,102199,F,77
6183,4,40,1,101799,M,67
6184,4,54,1,101799,M,43
6185,4,38,2,101699,M,37
6186,1,38,1,101799,F,60
6187,4,42,2,101799,F,57
6188,4,42,1,101799,M,61
6189,1,40,1,101799,M,74
6190,2,42,1,102199,F,75
6191,4,42,1,101799,F,73
6192,4,54,"3389,83",101799,F,72
6193,4,42,2,102199,M,62
6194,2,42,1,101799,F,66
6195,1,44,-1250,101799,M,84
6196,2,18,1,101799,M,47
6197,1,52,1,101799,M,62
6198,4,99,-1,102099,M,60
6199,4,54,1,101799,M,74
6200,4,55,1,101799,M,63
6201,4,16,1,101799,F,42
6202,4,99,-6,102299,M,54
6203,6,55,1,101799,F,27
6204,4,54,1,101799,M,56
6205,4,13,1,101799,F,65
6206,2,42,1,101799,F,68
6207,6,55,1,101799,F,38
6208,6,40,1,101799,F,53
6209,4,99,-1,101799,F,39
6210,2,18,1,101799,F,45
6211,2,18,1,101799,F,38
6212,4,99,-3,102099,F,74
6213,2,16,1,101799,F,84
6214,4,44,1,102099,M,69
6215,4,52,1,102299,F,24
6216,4,99,-1,101799,M,37
6217,4,52,1,102299,M,69
6218,2,13,1,102199,M,82
6219,4,18,1,102199,F,60
6220,2,52,1,101799,M,24
6221,1,16,1,101799,F,81
6222,4,99,-1,102099,M,51
6223,4,52,3,102099,F,81
6224,2,42,1,101799,F,64
6225,2,70,"26668,75",101799,F,59
6226,4,40,1,102099,F,23
6227,4,99,-2,101799,M,29
6228,4,99,-1,102099,M,81
6229,4,13,1,101799,F,64
6230,6,70,2,102199,F,37
6231,2,52,1,101799,F,61
6232,4,44,1,101799,M,84
6233,2,55,1,102199,M,76
6234,1,38,1,101799,M,63
6235,4,42,1,101799,M,52
6236,1,18,1,101799,F,59
6237,4,54,1,101799,F,39
6238,2,52,1,101799,M,60
6239,2,44,1225,101799,F,65
6240,2,70,1,101799,M,84
6241,2,38,1,101799,F,63
6242,6,67,2,102199,F,55
6243,1,38,1,101799,F,71
6244,4,54,1,102099,F,57
6245,1,40,1,101799,M,40
6246,6,52,1,101799,M,58
6247,4,42,2,101799,F,54
6248,6,44,1,101799,M,46
6249,1,38,1,101799,F,78
6250,4,42,1,102099,M,49
6251,4,42,1,101799,M,65
6252,6,44,"2062,5",101799,M,85
6253,4,55,1,102099,M,36
6254,4,70,1,101799,M,48
6255,4,38,1,101799,F,61
6256,4,67,1,101799,F,71
6257,4,55,1,101799,F,30
6258,1,44,1,101799,F,38
6259,4,99,-2,102299,F,62
6260,4,13,1,101699,M,69
6261,4,42,1,101799,M,24
6262,4,99,-2,101799,F,47
6263,4,99,-1,101799,M,26
6264,2,55,1,101799,F,23
6265,4,52,1,101799,F,27
6266,4,99,-1,101799,M,39
6267,4,44,1,102099,F,67
6268,2,16,1,101799,M,66
6269,4,54,2,102099,F,32
6270,4,16,1,102299,M,39
6271,2,38,1,102199,M,45
6272,6,38,1,101799,F,39
6273,4,13,1,101799,M,69
6274,4,99,"-43451,8",102099,F,54
6275,4,44,1,102199,F,80
6276,4,13,2,102099,M,82
6277,4,52,1,101799,M,83
6278,4,99,-2,101799,M,83
6279,6,55,1,101799,F,36
6280,4,54,1,101799,M,62
6281,4,52,2,102199,M,62
6282,4,55,3,101799,M,82
6283,6,42,1,101799,M,80
6284,4,99,-1,102199,F,51
6285,6,44,1,101799,M,75
6286,4,99,-1,101799,F,47
6287,6,40,1,101799,F,52
6288,4,18,1,101799,M,32
6289,4,13,1,101799,F,23
6290,6,54,1,101799,F,45
6291,4,54,1,101799,F,39
6292,4,13,1,101799,M,79
6293,4,16,2,101799,F,54
6294,4,55,3,101699,M,33
6295,4,99,-2,102099,F,65
6296,4,54,6,101799,F,64
6297,4,40,5,101799,F,86
6298,4,52,1,101799,F,42
6299,4,42,1,101799,F,68
6300,6,13,1,101799,F,66
6301,4,99,-1,102199,F,48
6302,2,44,1,101799,M,23
6303,4,13,3,102099,F,74
6304,2,55,1,102199,F,27
6305,4,44,1,101799,F,86
6306,4,16,1,101799,M,45
6307,4,55,1,102299,M,23
6308,4,13,1,101799,M,80
6309,4,13,2,101799,M,68
6310,1,70,"-674,38",101799,M,32
6311,4,55,1,101899,F,27
6312,4,99,-1,101799,M,59
6313,4,44,1,101799,F,80
6314,4,99,-46,102099,M,86
6315,4,52,4,102199,M,48
6316,2,38,1,102099,M,51
6317,4,99,-1,101799,F,52
6318,4,99,-7,102099,F,51
6319,6,40,1,101799,F,69
6320,4,40,1,102099,F,48
6321,4,42,1,101799,M,40
6322,6,42,50000,102199,M,74
6323,2,44,1,101799,M,66
6324,6,52,1,101799,M,50
6325,4,54,1,101799,M,58
6326,4,52,1,101799,F,74
6327,6,44,1,101799,M,64
6328,2,13,1,101799,M,74
6329,4,99,-5,102299,M,59
6330,4,38,1,101799,F,38
6331,6,54,1,101799,M,72
6332,4,16,1,101799,M,66
6333,4,55,1,102199,M,76
6334,1,42,1,101799,M,80
6335,4,44,"-1580,88",101799,M,86
6336,4,13,1,101799,M,68
6337,4,54,1,102199,M,66
6338,4,42,1,101799,M,31
6339,6,16,1,102199,F,57
6340,4,99,-2,101799,F,56
6341,4,49,1,101799,M,30
6342,4,54,2,101799,F,24
6343,4,99,-1,101799,F,63
6344,4,99,-1,101799,M,73
6345,4,42,1,101799,F,25
6346,1,13,25000,102199,F,30
6347,4,40,1,101799,F,65
6348,4,13,1,101799,F,51
6349,6,70,1,101799,F,25
6350,4,44,6,101799,M,45
6351,2,13,1,101799,F,83
6352,4,99,-2,102099,M,35
6353,4,44,1,102099,M,38
6354,1,38,1,101799,F,55
6355,4,99,-2,102099,F,43
6356,4,54,1,102199,M,69
6357,1,55,1,101799,F,37
6358,4,40,1,101799,F,49
6359,2,42,1,101799,F,80
6360,4,99,-1,101799,F,80
6361,4,99,-11,102099,M,44
6362,4,99,-1,101799,F,59
6363,6,55,1,101799,M,82
6364,4,99,-3,101799,F,79
6365,4,99,-4,102099,M,55
6366,4,13,1,101799,M,55
6367,2,54,1,102199,F,54
6368,4,99,-1,101799,F,24
6369,1,52,2,101799,F,52
6370,4,52,1,101799,M,28
6371,4,99,-2,102199,F,81
6372,1,16,1,101799,F,54
6373,4,99,-1,102199,F,73
6374,4,70,"4743,54",101799,F,49
6375,2,44,1,101799,F,69
6376,4,99,-2,101799,F,67
6377,2,40,1,101799,M,80
6378,4,16,1,102099,M,63
6379,2,52,1,101799,M,78
6380,4,44,2,101799,M,86
6381,4,18,1,102099,F,76
6382,4,99,-1,101799,M,39
6383,6,54,1,102199,F,86
6384,4,49,1,102199,M,79
6385,4,99,-1,102099,F,80
6386,4,70,4,102099,F,76
6387,4,99,-1,102099,M,85
6388,4,40,3,102199,M,31
6389,4,16,1,102199,M,58
6390,1,13,1,101799,M,35
6391,4,38,"-18193,44",101799,F,68
6392,4,99,-1,101799,F,27
6393,4,54,1,102099,M,51
6394,4,18,1,101799,F,53
6395,4,54,1,101799,M,71
6396,6,38,6750,102199,M,30
6397,4,40,1,101799,M,73
6398,4,99,-2,102099,F,61
6399,1,42,"1348,75",102199,M,86
6400,4,99,-1,102299,F,23
6401,2,52,1,101799,F,57
6402,4,99,-3,101799,M,78
6403,4,52,1,102099,F,73
6404,4,42,7,101799,M,51
6405,4,99,-1,101899,F,44
6406,1,44,1,101799,F,60
6407,2,40,1225,101799,F,62
6408,6,44,1,101799,M,81
6409,4,70,14,102299,M,67
6410,4,99,1,101699,F,74
6411,4,44,5,101799,F,27
6412,4,99,-8,102099,M,76
6413,2,42,3125,101799,F,45
6414,2,44,1,101799,F,57
6415,1,54,1,101799,M,76
6416,6,38,1,102099,F,42
6417,4,44,"-618,65",101799,F,84
6418,4,52,2,101799,M,80
6419,1,38,1,101799,M,51
6420,4,40,1,101799,M,57
6421,4,54,1,101799,F,28
6422,6,42,1,102199,F,68
6423,4,54,1,101799,F,84
6424,2,18,1,101799,F,81
6425,6,13,1,102199,F,33
6426,4,99,-2,101799,M,70
6427,4,99,-9,102299,M,64
6428,1,52,1,101799,M,70
6429,4,16,1,102099,M,57
6430,2,52,1,101799,M,35
6431,1,42,1,101799,M,67
6432,6,52,1,101799,M,39
6433,2,70,1,101799,M,53
6434,4,67,2,102199,F,40
6435,6,42,1,101799,M,42
6436,4,99,-4,101799,F,84
6437,1,13,1,101799,F,78
6438,4,99,-5,101799,F,59
6439,4,99,-1,101799,M,45
6440,2,40,1,101799,F,75
6441,4,16,1,102299,F,42
6442,4,99,-1,101799,F,44
6443,4,99,-1,101899,F,28
6444,4,99,-1,101799,F,28
6445,1,40,1,101799,M,48
6446,4,55,1,101799,M,70
6447,6,42,1,101799,M,84
6448,1,44,1,101799,F,68
6449,1,52,1,101799,F,31
6450,1,38,1,101799,M,54
6451,4,99,-1,102099,M,39
6452,2,13,2,101799,M,74
6453,2,52,1,101799,F,38
6454,4,16,1,101799,M,81
6455,4,67,1,101799,M,68
6456,4,44,1,101799,F,59
6457,1,55,"2161,25",102199,F,86
6458,1,52,1,101799,F,67
6459,1,44,1,101799,M,73
6460,4,55,1,102199,M,49
6461,6,54,1,101799,F,24
6462,1,42,1,101799,F,36
6463,4,67,1,102099,M,30
6464,1,54,1,101799,F,47
6465,4,55,2,102099,F,32
6466,1,44,1,101799,F,42
6467,4,13,1,101999,M,32
6468,4,13,1,101799,F,70
6469,2,54,1,101799,F,64
6470,4,52,1,101799,F,41
6471,6,13,1,101799,M,62
6472,4,16,1,101799,F,53
6473,1,38,1,101799,M,73
6474,4,99,-1,101799,F,30
6475,4,13,1,101799,M,54
6476,4,99,-3,102199,F,33
6477,4,18,1,101799,M,58
6478,4,42,1,102299,F,62
6479,4,13,1,101799,F,36
6480,6,44,1,102199,M,65
6481,4,99,-1,101799,M,36
6482,4,99,-1,101799,F,52
6483,4,99,-2,101899,M,47
6484,6,16,1,101799,F,64
6485,4,55,2,102199,F,49
6486,4,44,2,102099,F,23
6487,4,40,1,102199,F,48
6488,4,55,2,102299,F,42
6489,4,54,1,101799,F,82
6490,6,13,1,101799,M,57
6491,2,52,1,101799,M,67
6492,4,40,"6184,9",101799,M,58
6493,4,42,1,101799,F,61
6494,4,99,-1,101799,M,57
6495,6,54,1,101799,M,72
6496,2,42,2,101799,F,73
6497,4,55,1,102099,M,56
6498,6,40,"208,34",102199,M,57
6499,2,52,4,101799,M,45
6500,4,40,1,101799,M,46
6501,4,54,1,102099,F,66
6502,4,99,-1,101799,F,80
6503,4,40,1,102099,M,23
6504,4,42,10,101799,M,78
6505,4,16,1,101799,F,83
6506,4,54,"19537,78",101799,F,80
6507,2,44,1,101799,M,41
6508,4,16,1,102199,F,70
6509,4,16,1,102099,F,36
6510,4,99,-1,102199,F,65
6511,2,42,2,102199,F,52
6512,6,52,1,101799,F,83
6513,4,70,1,102299,M,47
6514,4,44,1,101799,F,82
6515,4,42,1,101799,M,51
6516,4,70,1,101799,F,34
6517,2,40,1,101799,M,56
6518,4,44,2,101799,F,42
6519,4,77,1,102099,M,63
6520,1,42,1,101799,F,73
6521,2,44,1,101799,M,74
6522,4,99,-1,101799,F,40
6523,2,16,2,101799,M,47
6524,4,99,-2,101799,M,49
6525,2,40,1000,101799,M,47
6526,4,42,1,101799,M,24
6527,4,55,1,102199,F,34
6528,4,42,3,102299,F,46
6529,4,44,1,102299,M,84
6530,4,44,1,102099,F,86
6531,2,40,1,102199,F,61
6532,4,99,-1,101799,M,27
6533,4,44,3,102099,F,49
6534,4,42,"12835,17",102199,F,50
6535,6,40,1,101799,F,64
6536,4,99,-1,101799,F,73
6537,4,18,"13116,07",102099,M,39
6538,2,13,1,101799,M,73
6539,4,13,"6204,09",102299,F,81
6540,4,44,1,102099,F,51
6541,4,44,1,102499,F,63
6542,4,42,1,101799,M,80
6543,4,44,2,101799,F,24
6544,4,18,1,102099,M,77
6545,2,70,1,101799,F,43
6546,4,16,20,102299,F,26
6547,4,55,1,102199,F,49
6548,4,13,1,101799,F,55
6549,4,54,10,102299,M,41
6550,4,70,1,101799,F,53
6551,6,52,1,101799,M,42
6552,6,42,1,101799,M,83
6553,6,16,1,101799,M,81
6554,4,40,1,101799,M,36
6555,4,52,1,102199,M,80
6556,4,52,1,102099,M,45
6557,4,38,1,102299,M,25
6558,1,52,1,101799,M,62
6559,6,38,1,101799,F,58
